epoch,wer,cer
1,0.9983969542130047,0.8389880875474819
2,0.9135357178639415,0.6696555466549523
3,0.6759843703035768,0.40435153363136
4,0.39224526600541026,0.23765471976020053
5,0.2850415790001002,0.17111553270110338
6,0.2573890391744314,0.15868627096307397
7,0.2303376415188859,0.14411225096255717
8,0.2041879571185252,0.12674746117470737
9,0.18595331129145376,0.11592030801829505
10,0.1746318004207995,0.11240600532313497
11,0.16962228233643922,0.10917594769890694
12,0.16761847510269512,0.10692782759244425
13,0.162208195571586,0.10721207266337632
14,0.15739905821060013,0.10263831106746944
15,0.1551948702534816,0.1023799064575312
16,0.15529506061516882,0.10090700018088322
17,0.15168820759442941,0.09933073206025995
18,0.15228934976455266,0.10018346727305615
19,0.15178839795611662,0.09964081759218585
20,0.15018535216912132,0.09945993436522907
