epoch,wer,cer
1,0.9996994289149383,0.8420372619447531
2,0.9238553251177237,0.6842037261944753
3,0.7105500450856628,0.44964986175353366
4,0.5104698927963129,0.3091811157911057
5,0.38853822262298365,0.23915346649784233
6,0.31940687305881177,0.20258921419158119
7,0.27291854523594833,0.1728468435876896
8,0.26169722472698126,0.1617096048993514
9,0.24546638613365393,0.15739424791338277
10,0.2392545837090472,0.15359570014729063
11,0.21791403666967238,0.14209669500503888
12,0.207995190862639,0.13695444326726788
13,0.2073940486925158,0.1357916225225458
14,0.20178338843803226,0.13659267681335435
15,0.19316701733293257,0.12886637897620093
16,0.1919647329926861,0.12858213390526887
17,0.18935978358881875,0.1292539858911083
18,0.19086263901412684,0.12824620791234917
19,0.18915940286544433,0.12845293160029975
20,0.19026149684400362,0.1287371766712318
