epoch,wer,cer
1,1.0,0.8358613917672292
2,0.9183448552249274,0.6858833561590739
3,0.7614467488227632,0.49060699242874495
4,0.5722873459573189,0.35228300472880436
5,0.4628794709948903,0.2676038140520427
6,0.34776074541629093,0.21305460089407996
7,0.3315299068229636,0.19853226181555078
8,0.2906522392545837,0.1836481562831081
9,0.26420198376916143,0.16183880720432053
10,0.2376515379220519,0.15444843536008682
11,0.24216010419797615,0.1511150158918835
12,0.21370604147880973,0.13641179358639757
13,0.21220318605350166,0.13661851727434818
14,0.2077948101392646,0.13351766195508927
15,0.19667367999198476,0.1308560944727254
16,0.19847710650235448,0.12997751879893538
17,0.19086263901412684,0.12628233287681853
18,0.1918645426309989,0.12661825886973824
19,0.19236549443943493,0.12661825886973824
20,0.1918645426309989,0.12731595131657147
