epoch,wer,cer
1,0.9953912433623885,0.780924571694359
2,0.5399258591323515,0.30879350887619833
3,0.30307584410379723,0.1616062430553761
4,0.19817653541729285,0.1173673738339492
5,0.1761346558461076,0.11023540659965374
6,0.1545937280833584,0.09323238326571746
7,0.12944594729986975,0.08139745213054601
8,0.12744214006612564,0.0825602728752681
9,0.12223224125839094,0.07728881883252797
10,0.11551948702534816,0.0742138039742629
11,0.11241358581304478,0.07398123982531848
12,0.11040977857930068,0.07318018553450993
13,0.1073038773669973,0.07085454404506576
14,0.10299569181444745,0.06889066900953512
15,0.09948902915539524,0.06772784826481304
16,0.10259493036769862,0.0690715522364919
17,0.10099188458070334,0.06765032688183158
18,0.09928864843202084,0.067882891030776
19,0.09968940987876966,0.06803793379673893
20,0.09938883879370805,0.06744360319388099
