epoch,wer,cer
1,0.9827672577898007,0.74640171580661
2,0.4618775673780182,0.25985167575389545
3,0.2345456367097485,0.1354815369906199
4,0.17833884380322612,0.11356882606785705
5,0.15990381725278027,0.10235406599653737
6,0.13665965334134855,0.08765084369105144
7,0.12794309187456165,0.08305124163415076
8,0.12092976655645726,0.07925269386805861
9,0.11381625087666566,0.07532494379699733
10,0.10840597134555656,0.07201736478978785
11,0.11321510870654243,0.07429132535724438
12,0.10780482917543333,0.0719656838678002
13,0.10540026049494039,0.07108710819401018
14,0.10329626289950906,0.070673660818109
15,0.10089169421901613,0.06953668053438074
16,0.10159302675082657,0.06966588283934985
17,0.09998998096383128,0.06958836145636838
18,0.10159302675082657,0.06912323315847954
19,0.10129245566576495,0.06855474301661542
20,0.10049093277226731,0.06878730716555984
