epoch,wer,cer
1,1.0,0.8773870125843045
2,1.0,0.8453448409519626
3,0.9522091974752029,0.7859117806661671
4,0.8896904117823865,0.668079278534329
5,0.7940086163711051,0.5646399131760511
6,0.6423204087766757,0.44262125636321353
7,0.5531509868750626,0.36985451820460474
8,0.4781084059713456,0.32561564898317785
9,0.43963530708345855,0.2952272668544407
10,0.4070734395351167,0.2800072353290783
11,0.3707043382426611,0.24664720018605132
12,0.34645827071435725,0.23354608646218247
13,0.33864342250275525,0.22708597121372645
14,0.33193066826971246,0.22388175405049227
15,0.33193066826971246,0.22310654022067752
16,0.31980763450556055,0.2144758262487403
17,0.31800420799519086,0.21153001369544433
18,0.3149984971445747,0.20982454326985192
19,0.3114918344855225,0.20770562546835836
20,0.31069031159202487,0.20822243468823484
