epoch,wer,cer
1,0.9998998096383128,0.8353445825473527
2,0.939585211902615,0.7351352748133027
3,0.7790802524797115,0.536137884699863
4,0.5581605049594229,0.34551280394842243
5,0.46177737701633104,0.28520116798883693
6,0.34074742009818654,0.2140882193338329
7,0.313195070634205,0.19969508256027288
8,0.2842400561066025,0.18140003617664538
9,0.2778278729586214,0.17625778443887438
10,0.25829075242961624,0.16698105894209153
11,0.22663059813645928,0.14364712266466834
12,0.22492736198777677,0.14602444507610016
13,0.2150085161807434,0.13612754851546552
14,0.2095982366496343,0.13718700741621231
15,0.20408776675683798,0.13292333135223133
16,0.20048091373609858,0.1311920204656451
17,0.19847710650235448,0.12930566681309594
18,0.1955715860134255,0.128711336210238
19,0.1955715860134255,0.12896974082017623
20,0.19597234746017433,0.1286079743662627
