epoch,wer,cer
1,1.0,0.8518049562004186
2,0.9690411782386534,0.7670740846016693
3,0.7709648331830478,0.5344065738132768
4,0.5957318905921251,0.377606656502752
5,0.46899108305780984,0.28556293444275044
6,0.3871355575593628,0.24646631695909454
7,0.3370403767157599,0.20695625209953747
8,0.28764652840396754,0.1842166464249722
9,0.2636008415990382,0.17274348174371432
10,0.24366295962328424,0.16036590092767256
11,0.24376314998497145,0.15933228248791959
12,0.22552850415790002,0.1478849582676555
13,0.22061917643522694,0.14594692369311868
14,0.21611061015930266,0.14251014238094006
15,0.21621080052098987,0.14194165223907595
16,0.21260394750025047,0.14023618181348355
17,0.20759442941589018,0.13917672291273675
18,0.20819557158601343,0.13907336106876148
19,0.2076946197775774,0.13884079691981704
20,0.20759442941589018,0.13884079691981704
