epoch,wer,cer
1,1.0,0.8788082379389648
2,0.9971946698727583,0.8085221840357631
3,0.9096282937581405,0.678363782009871
4,0.8163510670273519,0.5465257500193803
5,0.6867047390041078,0.4259024781002093
6,0.5044584710950807,0.31029225561384016
7,0.46919146378118426,0.29347011550686064
8,0.3977557358982066,0.2439339517816998
9,0.37050395751928666,0.23147884958267656
10,0.35186855024546637,0.22018656812837542
11,0.32100991884580704,0.20116798883692086
12,0.3296262899509067,0.2093594149719631
13,0.30157298867848914,0.18744670404920025
14,0.2940587115519487,0.18742086358820642
15,0.28413986574491534,0.17992712989999743
16,0.2727181645125739,0.1725367580557637
17,0.27211702234245067,0.1730535672756402
18,0.2711151187255786,0.1719941083748934
19,0.26309988979060217,0.16966846688544923
20,0.2595932271315499,0.16700689940308536
