epoch,wer,cer
1,1.0,0.8822450192511434
2,1.0,0.8822450192511434
3,1.0,0.8822450192511434
4,0.9928864843202084,0.834104240419649
5,0.9354774070734395,0.7349543915863459
6,0.7957118525197876,0.584485387219308
7,0.6745817052399559,0.46750562030026616
8,0.5809037170624186,0.399648569730484
9,0.5257990181344555,0.3634460838781364
10,0.48872858431018934,0.3362877593736272
11,0.4382326420198377,0.299878549833329
12,0.4211000901713255,0.2932117108969224
13,0.39845706843001705,0.27781079614460324
14,0.39144374311191266,0.27011033876844365
15,0.37801823464582707,0.26277164784619755
16,0.37731690211401664,0.25781027933538336
17,0.3700030057108506,0.25750019380345746
18,0.3587816852018836,0.24827514922866223
19,0.3647931069031159,0.25184113284580995
20,0.369201482817353,0.2564407349027107
